American,Fast_food,Italian,Mexican,Seafood,Chinese,Asian,Mediterranean,Vegetarian,Premium,South_American,African
0x89b7b795e6927a6b:0x755fcd9e1dcce82b,0x89b7b71e053f9a71:0x7f7e201e30ba4f32,0x89b7b831829b1e53:0xec10431398a5c3c1,0x89b7c818bc24de1f:0xde21e8c82aac6f0d,,,0x89b7b7be2bfada81:0xcbf060b335de83b9,,,,,
0x89b7c9d343285147:0x13b40950f2644a26,0x89b7b9d6e984443d:0x58c32f79dd216a69,0x89b7b824fc675945:0x3aea0e89fba7c72f,0x89b7b7ba03cd0a5b:0xf9b40e2cdfe8a395,,,0x89b7b64b3b1fa9f5:0x80a241ee2cfd42ec,,,,,
0x89b7b790438a8e31:0x6ba3d6ca82113510,0x89b7b7b8fa659141:0xbebd3fe644c86362,0x89b7b76670125d27:0x6f579ebd0d9038b5,0x89b7c81863f8e331:0x775a7092ddfd0146,,,0x89b7b7c13a1e20c5:0x5491b9db801c33d0,,,,,
0x89b7b8935eae7449:0xa3064fdd65bcddec,0x89b7b841dc236305:0x687b56577e0c0b4c,0x89b7b7da2b134379:0x28e6b1cfd0bfdd30,0x89b7c81f4f98cf69:0x3a1f9545a1871003,,,0x89b7b7b9f943c907:0xb56cd0bb3fc08c0a,,,,,
0x89b7b826c616b9e3:0x97841a2eb8e8c926,0x89b7b7b085532565:0x65eab06fb00f6814,0x89b7c9ced06ab6bd:0xdc8a4cb08269e028,0x89b7b7e80f12c2c3:0xc4e5353bf690a4bc,,,0x89b7c9d9219c4cb7:0x412b9237985d70a7,,,,,
0x89b7b7d9827eaaab:0xf9600a337e928872,0x89b7b7d47283ecbb:0x9df1fa5945586f3a,0x89b7b769a9035ab9:0x169f86cda6f6537,0x89b7b637cc5e7729:0x7a3e8acb05e0f75,,,0x89b7b64c4344f1a9:0x4659725332f74e77,,,,,
0x89b7b7da2241f0b3:0x979a194830e91b5f,0x89b7b878ef587771:0x123035bf2c49042f,0x89b7b74f62d9b2f5:0xa5307ed9dda7de61,0x89b7c82144bf9b2b:0x892705f6836f010c,,,0x89b7b64bbe4a8a85:0x2da98e764534b18b,,,,,
0x89b7b7e7c7283113:0xa5cadb259974b50e,0x89b7b7bbbc605383:0xff828a4307f6755a,0x89b7b78fdebc1509:0x20de7b25ee58e7dd,0x89b7b7e2a4a61681:0xc6401439558374a8,,,0x89b7b648cdbff3d9:0x393bbef7d3110012,,,,,
0x89b7c861f5b096a7:0x13dda3a1a4f82de,0x89b7c7bc62f7991f:0xf15fda53d445f249,0x89b7c994de2627f1:0xcd114a338655627b,0x89b7c9657700e9b5:0x14f22052e3612ed3,,,0x89b7c9c0e699d9fb:0xe315973cab7164dd,,,,,
0x89b7b7950cf40d6d:0x63f50406939c75db,0x89b7b9f7360947a9:0x7dde84301ecd991a,0x89b7b825ab759835:0xf9f7e0a08c5bbc88,0x89b7c961b04171c3:0x7668bf7860585e7e,,,0x89b7b8194b3175db:0xcba60393530dd33f,,,,,
0x89b7b7b89cf4988f:0x573966a86b467795,0x89b7b9d3e469a8d5:0xc638ec78008a0364,0x89b7b7b87a3a8c1f:0x842d20c017e872d6,,,,0x89b7b905b3d23557:0x7c563fa05e5bb356,,,,,
0x89b7b7be843a2d35:0x3c1ccc4efc81a702,0x89b7b833a04261e3:0x82aac7659ee239e0,0x89b7b6374926bc0b:0x305d68a90d78608b,,,,0x89b7b7c9af019aa1:0x664ac93a085703fc,,,,,
0x89b7b77631d9180d:0x842a1a07942bccd8,0x89b7b7bee0966771:0x447be54be6eb6752,0x89b7c865876a4d79:0x12dcff95273c4a9a,,,,0x89b7c7f2673ef0c1:0x361b6ea6f1387951,,,,,
0x89b7b9c0d1fbbc87:0x6f026ee76a6327d6,0x89b7b78dfeb45d97:0xd1dc214e70bed00f,0x89b7b9f32ccb9c8b:0xec67e81b3ec4edaa,,,,0x89b7c9ea62431b7b:0xa1f7bffa55b6e25a,,,,,
0x89b7b7c3ecf19c67:0x85c87e73aab8f40b,0x89b7b92cded6d095:0xe4583ed9ba261625,0x89b7b7959bf00001:0xdaa5ee49bfd1aff0,,,,0x89b7b7b866dd4bcd:0x787f6520fb7dc510,,,,,
0x89b7b78df41d3947:0xa65969d690e08de4,0x89b7b9c11fc38b8f:0xe01a8407e5e5e35f,0x89b7b9f0cd2ce747:0x8dfafe4567d21ee6,,,,0x89b7b7b1269ce855:0xb217f729d50d82ff,,,,,
0x89b7b7e76c1e58ab:0x637f634aaa00ef61,0x89b7b86d7307b2a3:0x491ff38cf7ec97c4,0x89b7b78de501bc87:0x7835230433666e3d,,,,0x89b7b83d1837d475:0x43cd8de7a4723f7c,,,,,
0x89b7c81eaf12d6cb:0x3b38a72126e09585,0x89b7b7afe97b1e7f:0x9d3bdee58175ec48,0x89b7c953ed1e9917:0x6efc67c137daaf98,,,,0x89b7c81f5f7bd6c1:0x6012219c041f6dd6,,,,,
0x89b7c8215b9eba5d:0x6c8cc0fbd0553534,0x89b7c81f5c663cf1:0x7eb81c2b126a099a,0x89b7b7856a7a3d25:0x56300f0cb7f8faba,,,,0x89b7b756f4bf0855:0x68f9d23326e5c6cb,,,,,
0x89b7b7db26c971cd:0x216a3caaa6d3515f,0x89b7b7dbd32fb067:0x87f5ceb59163ccc7,0x89b7b7e989f7d65d:0xfe114cee6860b07f,,,,0x89b7c96fc5632abd:0x45bda0052dd6ee56,,,,,
0x89b7b63b23810ab5:0x30aa16bde2159ee0,0x89b7b7af07b791a5:0x66673490e7a3a8f5,0x89b7b7f003bf6b67:0x34997a0958d2a512,,,,0x89b7b7da18943be1:0xe92b6365afcfe970,,,,,
0x89b7b7e835d813d7:0x86efd7cb8c81677c,0x89b7b790bbf2693d:0x64fd42299014fd47,0x89b7b9646b6f5a47:0x5212855351db37f1,,,,0x89b7b7c638d0c1a5:0x59997ca91c623f21,,,,,
0x89b7c86ecda54627:0xaa7bafbbd3350506,0x89b7b7954f62f50d:0x9e4fdfd72ffb2a22,0x89b7b797a80c12cd:0xe4defbe7913ff18d,,,,0x89b7b7c63e23aefb:0x1cc779f43393c70b,,,,,
0x89b7b7b87d57c02b:0x706fb63e9dfd3d5,0x89b7b79205b1d057:0x534ccd6761a3cb3f,0x89b7b7ae1bbeaa59:0xbc138facd2feaf58,,,,0x89b7b7d980b521b5:0x876cc39ca4eb0e17,,,,,
0x40772f4ff62dc923:0x5138aa75994e3418,0x89b7b83fe59383eb:0xa50a071db339aa3c,0x89b7b9c3db5e77a7:0x88d5ea37ba0350c6,,,,0x89b7b9ac3c3d201b:0x19bf8f29bf4cfeac,,,,,
0x89b7b822e78c1ab5:0x385d5ea693b2f37d,0x89b7b7c1178aebe3:0x58285ec9016d52ae,0x89b7b9d6e045c39d:0x806ee306f7d732fd,,,,0x89b7b797c7d538d3:0xd7872ecc9a2a243e,,,,,
0x89b7b83e14013b2d:0xc4a973aaa75a8480,0x89b7b7df2f988c69:0x665717f3f8ddf4b6,0x89b7b7f001a40943:0x62d16580395cfd1f,,,,0x89b7b78cef02cdc5:0xbe9e53465770ae5c,,,,,
0x89b7b791e30f6d6d:0xb6f794d1b21d821,0x89b7c9c1fbf8c785:0x9e420982c3b30baf,0x89b7b99e22e5e73b:0x333518dd261daf20,,,,0x89b7b7eaf1095555:0x36197e489515a798,,,,,
0x89b7b7c860d0a5ab:0x416babcf29d0ea4b,0x89b7b7e52d5dd20b:0x5f7f0363d089c648,0x89b7b78dd8804053:0x5e82d68baafec320,,,,0x89b7b7bbd4b205b3:0x4f5bc938ef2c582e,,,,,
0x89b7c7d1195ddb01:0x28f5360ea8403c47,0x89b7b78d765c0349:0xb0ee08180f9855a4,0x89b7b790c05c452b:0xb2fd739a81dc5fbc,,,,0x89b7b7f50db50913:0x9bc549a18d0c0b4c,,,,,
0x89b7c7d10bc5c34b:0xa4223ef41906258f,0x89b7b7a55ad56e65:0xd2d6908f6d2d42ca,0x89b7b7e71204fb83:0xdc97114d0be1ea17,,,,0x89b7b7c84e49076b:0x3f782ddc40ce761c,,,,,
0x89b7b8326c3a9979:0x74f71bcece3f381f,0x89b7b98e64d4bc1d:0x6214df80bd67811c,0x89b7b78bec2a5107:0x277acd08924b16a8,,,,0x89b7b7d4051a1819:0x7cfae2cdb95bfa03,,,,,
0x89b7b7c6176d59db:0x92ea5fa8eaf34aee,0x89b7b8333317d401:0xf7cf8157db0c9cc7,0x89b7b78dfac12469:0xbe01f9f972830880,,,,0x89b7b6362fa1e7d9:0xcb8fa2c2a421e924,,,,,
0x89b7b797c7d538d3:0xd7872ecc9a2a243e,0x89b7b624b9a3c05d:0xb6895cec84ad6911,0x89b7b83e30ec4043:0x178df5c984b6c4fd,,,,0x89b7b7cf41ac1b63:0x14b90d8e743eae,,,,,
0x89b7b7bdfed6cacb:0x4b0028e3c9d71fb9,0x89b7b7b04d07d091:0xb57efafed44eb196,0x89b7b7da32be493b:0x9b120382ca631a5f,,,,0x89b7b795dc2c001b:0x6a43ba14c1267126,,,,,
0x407725dfb0cd2377:0xd60ce5b7592d6f85,0x89b7b7e7e8c9bdad:0xf6645cfa0c6ec2b3,0x89b7b746ef4c3365:0xed8f5be95cc947ee,,,,0x89b7b7b825ef0bf9:0x8494ffc6bcf49703,,,,,
0x89b7b7c14f86cbfb:0xcb755459c31ef8e2,0x89b7b790b0b63097:0x956386b1969225a2,0x89b7b7c4cdc7de31:0xc06b86283060b544,,,,0x89b7c9c8fd9b87a7:0xfc619d11e6a84531,,,,,
0x89b7c87aab3566d1:0x83809d54a103298,0x89b7b637b20deecb:0xea8bec6a138e0e58,0x89b7c9d35cc30447:0x44abb9b4f2bc495a,,,,0x89b7b78dd35e86d7:0xc3a588b45b5d70b4,,,,,
0x89b7b78ce14835d9:0x27218b4f38da3858,0x89b7b7b92aa5bceb:0x8376d3c30b5823c8,0x89b7c7eb9c2109df:0x41df362ad6e7cf5c,,,,0x89b7c8186c034de7:0x7392f00033425859,,,,,
0x89b7b7c5c1f05e4b:0xd060f282c2827969,0x89b7b9065e5bb2a1:0xa9eaf4bc2ec4580,0x89b7b7e61255f309:0xf7121660969c8550,,,,0x89b7b78e65aeba73:0x8566acdcd925e480,,,,,
0x89b7b93debf6949d:0x62c2740aa56d6eca,0x89b7c881b3bcb2b3:0xba4cf2446a49ffa1,0x89b7b83331cd2f73:0xb20bd368f90ea43b,,,,0x89b7c7fb8b59232d:0x6968691ab1e02b19,,,,,
0x89b7b798010721f7:0xea23e5f7af3eff0,0x89b7b7b0f9ccb6dd:0x5c8c30386c06531a,0x89b7b81deb2a272d:0x8530f402fd438bc9,,,,0x89b7b8171b892b75:0x2e3bf33b31c49b7b,,,,,
0x89b7b725b98b37fd:0xb8160ee31dc47760,0x89b7b7b0ed39d625:0xc5a272ff318dd36d,0x89b7b7e9c197f6fd:0x73e79965667a23c0,,,,0x89b7b78dcd84b409:0x4d6d5521139fc5d1,,,,,
0x89b7c9ea85e72f37:0xf2525bae2cd1f72c,0x89b7c9c9329579d5:0x8a64d5357e6393b4,0x89b7b746ce545863:0x3959c9940b4310d8,,,,0x89b7b7071aefcee3:0xb2b20fc6bae51b1b,,,,,
0x89b7b7971a5232f3:0x667e84900738a810,0x89b7c7d1818a9683:0xfa72870260acd8f4,0x89b7b7905460421b:0xbbc5d2c6e3cc4e81,,,,0x89b7b64957a3c367:0xa2c0b2e3ceff435f,,,,,
0x89b7c96df68fd87d:0x605551fff31fe8fe,0x89b7c7f55e49704b:0x45268561cca81f8d,0x89b7c74391671ae3:0xd61f24348993df7b,,,,0x89b7b7cf64dc7d73:0x855eaeb8508c46d,,,,,
0x89b7b7808abd89d9:0xaf26220caaafee14,0x89b7b77625e855e9:0xf95513232653390f,0x89b7c88a04803641:0x990f59ab9809e555,,,,0x89b7c96df68fd87d:0x605551fff31fe8fe,,,,,
0x89b7b78e1d3cad53:0x37022e253aba8a72,0x89b7b81be59c22d9:0x9447cf4c598652f0,0x89b7c813c8336d97:0x9ac9d512b3d30f5d,,,,0x89b7b7ea8c893531:0x62d30af50cb100be,,,,,
0x89b7b7936eeb01a5:0x95f78e5620e45d03,0x89b7b7bf27469bb5:0x153de383d8cc4157,0x89b7b77d1f6820cf:0x9a50c71374b3b6b1,,,,0x89b7b8330fc4db81:0xac753592da34e36b,,,,,
0x89b7b79aaf4b4675:0xb3f5c20c9e77fa6a,0x89b7c7f03c65433d:0x7723a6d96767317,0x89b7b8eccf4d0001:0xf2a9ac3f141174e4,,,,0x89b7b78e1d3cad53:0x31cf8028c04167d2,,,,,
0x89b7b7bc208dfc61:0xf4da659703437662,0x89b7b8218de7eadb:0x82bdbb69b51c7b8e,0x89b7b7c7ea8e6a37:0x489f52939f9c8a76,,,,0x89b7b7dba9b11b8b:0x8d16efbe10a47326,,,,,
0x89b7b7da3b7d34c5:0x1be4d80c4bc895ae,0x89b7b7fcade18c11:0xa6335b4b1ce7bbc4,0x89b7b8330fb03fd5:0xc9ae14bc5998dbee,,,,0x89b7b64bf3321369:0x16e493198fd98927,,,,,
0x89b7b81eb38080d7:0xee284a1246c23c82,0x89b7b79201c5f183:0x41e230adf637a54d,0x89b7b9911910910f:0xa95cc2e518d1aa1,,,,0x89b7b7da331efe77:0xe822ed76c1297c2f,,,,,
0x89b7b7ece055cf71:0x2c35cf947c0ed8df,0x89b7b7b7791f80d1:0x98799378e11cb49c,0x89b7b64bed84b8f5:0xf47893c9b7d3508f,,,,0x89b7b7c87c86024b:0x26ea9235714284f1,,,,,
0x89b7b810eb45f1c7:0x475c01bee21d31d5,0x89b7c79acfd20335:0x6ecdff503c210fb0,0x89b7c8213c23620b:0x6a97265dcf1f43f,,,,0x89b7c9d309a518a7:0x8d3486c810106eef,,,,,
0x89b7b7bc30742191:0x426d435909f06826,0x89b7b7ca4094320b:0x65c7d6a68f59bf87,0x89b7b7bb0a5ca24d:0x18b4c81680c6cd2c,,,,0x89b7c9ce973f3409:0x6f6883ebca2fdce9,,,,,
0x89b7b7c4d4cd2b43:0x18cff8b896b33aad,0x89b7b795e6927a6b:0x755fcd9e1dcce82b,0x89b7c81950a0c499:0x12fd152e33999b45,,,,0x89b7b78fe33dcdcd:0xef49ebfc56d9cfc6,,,,,
0x89b7b78552d7dc45:0xffd052c489594a08,0x89b7b879abe0482b:0xc06e80bba0167d04,0x89b7c81b69e32a9b:0x7ba9020d44c03d9f,,,,0x89b7b793f809e891:0xe17652613682d199,,,,,
0x89b7b7ba0f07f193:0x1278c3ab4535a4bd,0x89b7b7b38a8ae599:0x1243dbeb82e12591,0x89b7b7cf82cc2d27:0x278363d8ce5a677e,,,,0x89b7b78de09b3e03:0xc5564c564aacd166,,,,,
0x89b7b83181e5d1a3:0x9f441236d8b5dddd,0x89b7c9ea0a249b27:0x19a3cae5b41de6ee,0x89b7c775f077e04b:0x5d4c2d35a24e0a81,,,,0x89b7c81f3f785017:0xeeaef781e85eba28,,,,,
0x89b7b7b7967c08c1:0x32929217b6756eaa,0x89b7b0ac896f6489:0xb674d53d889b6a05,0x89b7b795826677ed:0x31176e247a3cf3c1,,,,0x89b7b64b2533d557:0x27452bdc91e1bf7d,,,,,
0x89b7b7b5d6d58d15:0xb20039e6193fe0aa,0x89b7b78ce4f505af:0xb953ae08fe7a2b54,0x89b7b92e3a15d4d5:0x55c18332a47a929d,,,,0x89b7c99522febf09:0xf83ed2e358de4c9d,,,,,
0x89b7b7e5c4b1fe07:0x9ef5bc2f81637246,0x89b7c7efd16f113b:0x9ad6942d2d39a516,0x89b7b7be918ed0ff:0x8c39be4ec6a85433,,,,0x89b7b7c5b5112f9d:0x5712f752bced2140,,,,,
0x89b7b78dd7f6ed53:0xc4891f40ed6772f6,0x89b7b7b937e2c2e7:0x9fcf38c8779230d6,0x89b7b834e71fed03:0x505ce5abc5c35bc0,,,,0x89b7b7b436de4d6d:0xc0529fc23ebfa594,,,,,
0x89b7b7bebb90c7a5:0x1113495993cadaf2,0x89b7b8c3e83633cd:0x5b39481dbfa167a2,0x89b7b826c616b9e3:0x8fd26819324a6787,,,,0x89b7b809c65d3393:0xad3cdbf1d5231dfa,,,,,
0x89b7b77bc43e8e81:0x8475a084b3d94fbb,0x89b7b7bfd3e68497:0x99066d359f125ec2,0x89b7b64bee371717:0xfe5e3ba832af0b8f,,,,0x89b7c82144c833a7:0x3ed1441dddcee9d3,,,,,
0x89b7b7eaccfe67a9:0xad6400f44b9a1742,0x89b7b77631d9180d:0x842a1a07942bccd8,0x89b7b770d1f471ef:0x5bb174021b79aa78,,,,0x89b7b743c0f0646b:0xd4fb39c0ef6f1611,,,,,
0x89b7b825b5eaa245:0x9cc9fe63cc36c0ed,0x89b7b7657660c9e3:0x832ad551ab743a3c,0x89b7b7ad60b386df:0x8d597ffa74e37e4f,,,,0x89b7b63f6c578775:0xc2a25293b01eb861,,,,,
0x89b7b7bc0e0af0d1:0xfb1230bfc289b57e,0x89b7b795e5f24bef:0x8ded67d975956957,0x89b7b78e7ad144c7:0x2bff27bbeefda50f,,,,0x89b7b78552d7dc45:0xffd052c489594a08,,,,,
0x89b7c996d3a9b791:0xfb7e8d3ae523d337,0x89b7b7b77cb30111:0xcf3261fc12c26a4,0x89b7c86aada82be1:0xb97caa4d6fcd751b,,,,0x89b7b624cda3b99f:0x630a9857d569bd85,,,,,
0x89b7b7ea8eaeeedb:0x880d0f3a4f97138d,0x89b7b7f09674ab69:0xfb6c30d14063c583,0x89b7b7ebd1e9f27f:0xfe41400c8cf141d3,,,,0x89b7b7970516a11b:0x88bca602af3321ea,,,,,
0x89b7b797bc6ec2c3:0x23ca9a3a7b75d3ce,0x89b7b8b96fa07bbf:0x3b2cea7e357b730a,0x89b7b94f932c966d:0x7c05c7a079c86eb,,,,0x89b7c9d36789eecd:0x31585e3c38900f77,,,,,
0x89b7b966d1a39b5b:0xdd843302a0f9d8ae,0x89b7c9d30d3acd59:0x759e297f8d38fcac,0x89b7b7c8acf8dbeb:0xe46df48479a339da,,,,0x89b7b7eaf18a6fdb:0xa17354f6a8ca5571,,,,,
0x89b7b78d60ea203f:0xd43ab5e285a3c3a8,0x89b7b7c3ecf19c67:0x85c87e73aab8f40b,0x89b7b7d98218f223:0xd343691ef32cb4af,,,,0x89b7b7c4ddaad351:0x4e1c04114431e650,,,,,
0x89b7b7dbae70873d:0x3d82d1be4551e86b,0x89b7b84024de2043:0x1161457dd45bafb4,0x89b7b78fe6cdfcc1:0x1a31974bb17a8322,,,,0x89b7b7ea6a215053:0x74f2104ad541c659,,,,,
0x89b7b7e63137b201:0x2584aa619821f8a4,0x89b7b9f9cee45103:0x44cdf9ff20017da3,0x89b7b7fa76ebb667:0x27af5a3969c0098,,,,0x89b7b9941b715a21:0xb2217a0c2c40b859,,,,,
0x89b7b648dad17f33:0x1d4ca29715523eda,0x89b7b7b9c6d8a237:0xb9924866d1f2bc7a,0x89b7b7c3f3096643:0x3b45e788e1b00f3b,,,,0x89b7b7c86690d881:0x68a963c0d8e0800a,,,,,
0x89b7b7b9e97f13dd:0xaf698c99b8baf448,0x89b7b896149935f9:0x5b6033ca9d679ce5,0x89b7c9b98fc5f139:0x1a8d563a239a187,,,,0x89b7c7ec42276ec7:0x13d4a7b0b36de48b,,,,,
0x89b7c884c21b4e69:0x1615d0801ae993ce,0x89b7c81f4389977b:0x58eccfaa23795898,0x89b7b9ac1d9d3bbd:0xcaf9bf53e3e6ed8f,,,,0x89b7b9ce732b1c25:0xd3f8ca253595c6d8,,,,,
0x89b7b7bbf860292f:0x36de716e652af4d6,0x89b7c8215b9eba5d:0x6c8cc0fbd0553534,0x89b7b78dd8a3fdb9:0x4bce7e0df8eea137,,,,0x89b7b60794f6ce53:0x6cb98c9aa8e615e,,,,,
0x89b7b7f848c9749b:0x94cd67fbe4f05946,0x89b7b797a8c019ab:0xac930d62db716a64,0x89b7b9d16763d231:0x3f7f15a47dde6057,,,,0x89b7b7c484f0ca9d:0x6e5d0049ef7ea1d7,,,,,
0x89b7c820e7b824bf:0x2a54c680493e7cfe,0x89b7b7bbfb1f5949:0xa32505849927e4cb,0x89b7c7e7be980a1b:0x48c83474c9f4437c,,,,0x89b7b637b68e0cc1:0x1de9cb86c2867aad,,,,,
0x89b7b7b6ba2c2a4f:0x6f00e29d43fdef66,0x89b7c81a9166ffff:0x34bcc803b8c45a97,0x89b7c86ed27b79f3:0xbac5f0c6bb7e224e,,,,0x89b7b7b8b3a218df:0xe7ff7687da5c1636,,,,,
0x89b7c9f0c88a901d:0x43cf65d0273fbcd0,0x89b7c86ecda54627:0xaa7bafbbd3350506,0x89b7b7b292b34dc3:0xe9c6a77d35fe8578,,,,0x89b7b9d5d387c189:0x1ddd7a523a5e8a03,,,,,
0x89b7b8738fe40b95:0x7f812a891a1bc66d,0x89b7c9a3b263854f:0x71463c827daefad6,0x89b7c8913fda3a83:0xb26d4f115e7f7f96,,,,0x89b7b7fa7d4f4e15:0x5baa5850fa53a718,,,,,
0x89b7c81a9392357d:0xb16ef5915f244f6,0x89b7b83cb023468f:0xb9581c9620dc41ef,0x89b7c7ed96488231:0x44a781ca76c9c6df,,,,0x89b7b78e62e9c015:0x83c5e2f25df7c10b,,,,,
0x89b7b79757149f9b:0x25ba6e0254978e90,0x89b7b7b87d57c02b:0x706fb63e9dfd3d5,0x89b7b64bfd853a3d:0x603d1999c9518ff6,,,,0x89b7b7b6fa3a4b31:0x3598c466df89eab9,,,,,
0x89b7b7ec12480b9f:0xa84eada196816d6c,0x89b7b70c9345a665:0x69b722b4fd6e0f07,0x89b7b7b72fa2cead:0x1afec8a4cff3f04c,,,,0x89b7b83339ba76fd:0xd54e90be393bc05f,,,,,
0x89b7c8202a0a5073:0x9af5ecf328183ad3,0x89b7b7b8674e4a69:0xcce0428343723e34,0x89b7c954e1473183:0x860f194639b01817,,,,0x89b7b7cf4d12d6bb:0x224506bba4f6c059,,,,,
0x89b7c865876a4d79:0x12dcff95273c4a9a,0x89b7c9d316a994dd:0xc855a29703c339cc,0x89b7b8244df30c45:0x94fcfbfb2241cc4f,,,,0x89b7b78dd8d03143:0x1bfdf7f15810a982,,,,,
0x89b7c813c8cbdc99:0x5c134f00cbafa712,0x89b7b7b0ffbf8217:0xfc8566a417fb11a0,0x89b7b774d5649ad1:0x9141ecb82bdc7821,,,,0x89b7b790f56387c5:0x761238912aeebd4c,,,,,
0x89b7b7bfe29eea1d:0xd7fc7baa184a6994,0x89b7b78fdadfa66d:0x8592a4d5039bd107,0x89b7b76f24dee44d:0x7583c3eacae386cb,,,,0x89b7b83fe97d708f:0x78969012648008f2,,,,,
0x89b7b649985a334b:0xb0f7c95d2e4ca60,0x89b7b7333281054d:0x802ab59fba5cf501,0x89b7c9ea70131373:0x4402da8ba714312d,,,,0x89b7b7bed3940a63:0xfbfaf05e90472159,,,,,
0x89b7b78e72318141:0xcee7699bddfff4c2,0x89b7b83fc4b7c7f7:0xb6e76df6b82e23fd,0x89b7b7d4166aa96d:0x6d7cb17aa3d6da15,,,,0x89b7b78555dc3c83:0x83374e36a93097a5,,,,,
0x89b7c9d92125a965:0xb41a3d58c918af5e,0x89b7b7cf67a825f7:0x131966747bc10872,0x89b7b7c860d0a5ab:0x90d8fb2a37904911,,,,0x89b7c816337a96a7:0x5fe3ae444639eab1,,,,,
0x89b7c81550db86a1:0xfcb4c9317166f0b2,0x89b7b7c860d0a5ab:0x416babcf29d0ea4b,0x89b7c9b6efbc3705:0xc250563445ceaa13,,,,0x89b7b790bac9af47:0x56a437de7ac36022,,,,,
0x89b7b7b9ae3817bf:0x8850d2bca2e8d2e1,0x89b7c7d1195ddb01:0x28f5360ea8403c47,0x89b7b7e7cb0b65b1:0xdac8a8d7dbf8ec0a,,,,0x89b7b8401eaaa3b9:0x6430d1a27c135ac5,,,,,
0x89b7b8267a5f22e5:0xe49af87a3887e3bf,0x89b7c7d10bc5c34b:0xa4223ef41906258f,0x89b7b7091a39cebd:0xd8b99606e610f09b,,,,0x89b7b790c2b4ca6d:0xe8e152460a1dcaf1,,,,,
0x89b7b9ed7bb311cf:0x3a394ad90c6d2dea,0x89b7b799cd314b7f:0x649b6237a8b61eab,0x89b7b99c7ce4457b:0x51922a8acdcbccd8,,,,0x89b7b7d40539c7c3:0xa41e1b5040900f1e,,,,,
0x89b7b7c4e4d32621:0xe06947ced799866d,0x89b7b7ba1a941b0b:0x99904ff9a9d06467,0x89b7b7f842750799:0x8a1238d5462e5bc6,,,,0x89b7b7946cdf5861:0x2bc6753d80eefbf8,,,,,
0x89b7b7bf7b488739:0xbf00be6ed794fd82,0x89b7b794fba9ee69:0x40a853a89a923fb4,0x89b7c9de01ef282b:0x1f78107467c2233e,,,,0x89b7b9ccdcd905f9:0xfeb2edf310add556,,,,,
0x89b7b7d98083aa37:0xa5f02c44e10268c2,0x89b7b624beb8ee3b:0x38a313daf6de1b37,0x89b7b6498363ab59:0xdffe9e233d9f88bb,,,,0x89b7b9312e00c89f:0x9675fccca1c5aa54,,,,,
0x89b7b7cf593ba7fd:0xfb1ed8139358a515,0x89b7b777cd7e46d1:0xaba252e4952633a,0x89b7b7c146cfbd93:0x32e89bbb194d713,,,,0x89b7b7ba053daadf:0x20799b79f46a1eb,,,,,
0x89b7b7dbb45a234f:0xd2fcabb966caf7dd,0x89b7c7e7be980a1b:0xc5ab23684e7239b4,0x89b7b81a7c1c50a7:0xd1c661c09e61bdf0,,,,0x89b7b7cf415a5e83:0x1c68219df7d643ba,,,,,
0x89b7b7b8836d4b67:0xdd7652bb36b820fd,0x89b7c82144807d7b:0x58092464ae2c6d31,0x89b7c9f0dfd7fd2b:0xf890c278bdd0dc7e,,,,0x89b7b7f41535b4e7:0x6d715e668ea4de4d,,,,,
0x89b7c9e1f0b39847:0x24fc6c05761ddbbe,0x89b7b7ed0eeac54f:0x5488474cb30fa050,0x89b7b7763c0066d9:0xe6c3d61175f61039,,,,0x89b7b624cd5f7b9b:0xcdd8b67c944db7a5,,,,,
0x89b7b83debd5a20b:0x4d87670ff63d330f,0x89b7c87aab3566d1:0x83809d54a103298,0x89b7b7bba569d5a5:0x11c84a2548b218e8,,,,0x89b7b7db1f9b2861:0x9c32024ade394583,,,,,
0x89b7b7da3679da83:0x4d163caaf2b7974a,0x89b7b7c3e26b1be7:0xc03b214bad98ab25,0x89b7b7b0fd99df6b:0xbe67681d4ea4ada2,,,,0x89b7b7d9827eaaab:0xa5bbfae6f9935c45,,,,,
0x89b7b7bdf255867d:0x1f18f9c7ccc417af,0x89b7c821470caf7b:0x2cfe281e16cd9c01,0x89b7b72cc62589f9:0x6dfc81b090c390d4,,,,0x89b7b9d6e984443d:0x58c32f79dd216a69,,,,,
0x89b7b83fdd643a31:0x1ae5301c71ba6ddd,0x89b7b7c5c1f05e4b:0xd060f282c2827969,0x89b7b8738364a951:0x845346cf3e1ab5fb,,,,0x89b7b7e7e4076ad3:0x54d5bd320d810606,,,,,
0x89b7b7b80da2b843:0x565291b1258bece2,0x89b7b78283aceab9:0xd32433165fbbe02f,0x89b7b9d6ea2e58e7:0xf79b039ac423f2b1,,,,0x89b7b83213e269b9:0x879b3c99134e368a,,,,,
0x89b7b959d3085575:0xf7136b000212968b,0x89b7b649c4edd42d:0xb6e5ac31a66b7900,0x89b7b7e9c0e0e3d1:0xdee95dcd208a73b,,,,0x89b7b7c15bcab943:0xd76585e38326725,,,,,
0x89b7b7ea5f22e011:0xc2a8b27dd986029d,0x89b7b79597c2b95f:0xbfd2b7dd8ee70ae2,0x89b7b7e7160261e5:0xf1c6ea0043a7ff7a,,,,0x89b7b7901c353d5d:0x63eb974ad1d7a0a7,,,,,
